id,concept,old_categories,new_categories,reason,linked_profiles
f4ded89f-6648-403c-8ccd-44e3dda750ea,Mountain Landscape Picture Icon,images other,images other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
f4fa98b8-6d5a-4011-a4ce-b31c75e91896,The Number Ninety,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
f507f461-0e4b-41bc-8460-2f832f89fa75,Home Video Player Icon,other,other primitives-generate,other-generate,
f52af45c-34ba-4c0c-a151-62677a3ff4ab,Keyboard Backspace Key Symbol,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
f5658962-8a89-5980-a105-1b899cfd5a20,3G Mobile Network Symbol,mobile other,mobile other primitives-generate,other-generate,SOLO48
f59286ba-b86a-4e53-9fe0-93f931efec10,Smart Car Wi-Fi Connection,state other,state other primitives-generate,other-generate,SOLO48 SUB32
f5ea5b1f-a0c0-4aab-b396-16942d8b27ce,Adobe InDesign Document File,text state other,text state other primitives-generate,other-generate,TEXT_NATIVE_V2
f5ed3bd4-c8a3-4e1c-ae1a-a259c8c619br,Eye with Tear Drop,other side-combination bottom-right,other side-combination bottom-right,skipped-combination-other,
f6100fd8-d678-44ff-9012-620f880d9c9c,Bright Idea Light Bulb Symbol,lights state other,lights state other primitives-generate,other-generate,SOLO48 SUB32
f64636e2-2bf1-48f1-9d7a-aaecc7c67348,Uppercase Alphabet Letter C,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
f683dd0c-b161-414e-8816-ecfc56a54c18,Wireless Signal Connection,networks other,networks other primitives-generate,other-generate,SOLO48 SUB32
f68cfed4-af07-4707-93e1-6c92d2e4e588,Simplified Earth Globe Symbol,maps state other,maps state other primitives-generate,other-generate,SOLO48 SUB32
f6bca356-800d-4c0a-b6aa-c204a6cca58e,Two Plus Numeric Indicator,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
f6e5bd8a-5088-4e44-940d-be3c568ff2da,Beach Sun Lounger,other,other primitives-generate,other-generate,SOLO48
f6e6d80b-db8f-4ede-9278-c10ce856fdd2,Hand Index Finger Touch Gesture,other,other primitives-generate,other-generate,SOLO48
f799a4bf-12e6-4111-a7f7-3023b0c48446,Multiple Choice Test Document,other,other primitives-generate,other-generate,SOLO48
f7c89911-684e-406a-a7a8-cc975c0bd5d5,PSD File Format Type,text state other,text state other primitives-generate,other-generate,TEXT_NATIVE_V2
f7ec73e6-2bc7-4281-8e4b-5443f3b85159,Underlined Letters Mc,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
f824dc04-d2a0-4ef6-9b58-21abe8b9584f,Car with Dollar Sign,symbol other,symbol other primitives-generate,other-generate,
f88cd7e6-b7c9-4f3b-a7bc-f143be2eb00a,Vertical Computer Server Tower,other,other primitives-generate,other-generate,SOLO48
f8b6ea0a-273a-4932-a93b-52454f7fd328,Battery with Charging Flash Symbol,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
f95043ca-40ab-49c2-a1e1-3374c581f165,Smartphone Night Mode,other,other primitives-generate,other-generate,SOLO48
f958a158-954a-4e44-a5bf-ee6a98daf378,Movie Film Frame,container other,container other primitives-generate,other-generate,
f9745aa8-65c0-43a9-b672-82f9308c27af,World Globe Symbol,other,other primitives-generate,other-generate,SOLO48
f9cc745f-989b-5241-9fd0-090475a8c137,Clenched Hand Fist,other,other primitives-generate,other-generate,SOLO48
fa5afd06-b67a-40c6-a33a-401cad8e01a9,Modern Flat Screen Television,tv other,tv other primitives-generate,other-generate,SOLO48
fa5c89ca-2684-4d47-9f2a-40a9623d7cdd,Simple Telephone Handset,other,other primitives-generate,other-generate,SOLO48
fa6d2811-979d-4fd9-a771-6060a570f207,Sous Vide Immersion Circulator,other,other primitives-generate,other-generate,SOLO48
fa84ff77-a565-4df3-9360-0b7e9c3de772,Dollar Sign Settings Gear,other,other primitives-generate,other-generate,SOLO48
fad4bbe1-6331-5672-973b-83becf88fd84,Earth Planet Globe,maps other,maps other primitives-generate,other-generate,SOLO48
fb2a2e58-efc6-41ca-9022-2f437cd1717f,Samosas on a Plate,other,other primitives-generate,other-generate,SOLO48
fb57e99a-4e93-4488-be5d-7da6d1aa5af8,Simple Paper Document,container other,container other primitives-generate,other-generate,SOLO48
fe42f0f1-0c54-4896-aa69-670c8b5e0264,User Search Magnifying Glass,other,other primitives-generate,other-generate,SYMBOL32
f9b6bcb3-c37f-4e1e-a17d-e6f3c2a84605,Crescent Moon and Plus Sign,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
f9e485a4-15fe-4935-b76e-115de9c92c9b,Vertical Paperclip Attachment,state other,state other primitives-generate,other-generate,SOLO48 SUB32
fa5dde21-7924-4d19-b62c-486697c66c2c,Soap Bar with Bubbles,other,other primitives-generate,other-generate,SOLO48
fd8eb806-4d12-4ad0-bb86-c0aaf66d08bc,Calendar with Telephone Handset,other,other primitives-generate,other-generate,SOLO48
ff18bf65-c207-5a7b-b5dc-33a1d1620f2f,Uppercase and Lowercase Alphabet Letters,other,other primitives-generate,other-generate,
fae72b07-c1a6-4e50-8a37-203afbd51530,Two Player Mode Symbol,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
fc9c205a-fa2d-425c-ad9c-0ff1e334f886,Classic Personal Money Wallet,other,other primitives-generate,other-generate,SOLO48
fe4e3f6c-b05b-4d47-b62a-141f6676b4fe,Computer Monitor with Letter A,combination other,combination other primitives-generate,other-generate,SOLO48
fe4ed243-598f-461a-b0a7-5906eb6431a4,Hanging Shop Sign,container other,container other primitives-generate,other-generate,SOLO48
fbb64f8c-9db3-4eaa-a262-f09476e41a8d,Retail Store Shopping Cart,shopping other,shopping other primitives-generate,other-generate,SOLO48
fc5ffdff-80e9-4119-bf62-fb7c515c5aad,Eighteen Plus Calendar,combination other,combination other primitives-generate,other-generate,SOLO48
fc68baa0-539d-4fa2-bdff-7a1d6918ec9d,Simple Domed Service Bell,other,other primitives-generate,other-generate,SOLO48
fdabadaa-f611-4ce2-8758-6fcb7cf26b17,Square Photo Camera Symbol,logos other,logos other primitives-generate,other-generate,SOLO48
fea32660-18d8-471e-9f27-73b635d24732,Web Browser with Yuan Sign,other,other primitives-generate,other-generate,SOLO48
fe10cb8d-60ce-55e2-b2e5-e8d42c33f60e,Logistic Delivery Truck,transportation other,transportation other primitives-generate,other-generate,SOLO48
fea7afa8-61b7-411c-860f-fcb3e2894cf6,Gear and Road Path,other,other primitives-generate,other-generate,SOLO48
ff3648e6-111a-5162-b458-16f454b6ef2e,Circular Compact Disc,computers other,computers other primitives-generate,other-generate,SOLO48
ff395100-6a6e-4dfe-9ba1-32d4e787d90a,Upward Growth Trend Arrow,other,other primitives-generate,other-generate,SOLO48
d40ae4d7-e128-56bc-a8c2-ffe062e0f172,Three Tiered Database Storage,diagrams other,diagrams other primitives-generate,other-generate,SOLO48
d4337f67-2dcc-4438-9e59-dbeedde31139,Chess Pawn Piece,hobbies other,hobbies other primitives-generate,other-generate,SOLO48
d45e0ae6-9c4e-46e2-a03e-f0fe63bceeca,Human Ear for Hearing,other,other primitives-generate,other-generate,SOLO48
d486b4cd-e594-4512-a823-0935e0604565,Financial Payment Credit Card,business other,business other primitives-generate,other-generate,SOLO48
d48f86f5-12a6-47ce-a5d0-968db65faf5e,Document with Bar Chart,other,other primitives-generate,other-generate,SOLO48
d4bf5adb-c4e0-4469-8766-b24b3a487564,Document with Letter A,other,other primitives-generate,other-generate,SOLO48
d4c62eb9-8ceb-4689-a05a-b7833b5be21f,Magnifying Glass Zoom In,other,other primitives-generate,other-generate,SOLO48
d540aa9a-0088-4ba3-b31e-9f6965432001,British Pound Invoice Document,state other,state other primitives-generate,other-generate,SOLO48 SUB32
d56550d9-6b05-4800-a322-0335dc878173,Female User Profile Avatar,other,other primitives-generate,other-generate,SOLO48
d582f271-48e8-45e5-a52a-ac9827b9bff7,Closed Horizontal Book,other state,other state primitives-generate,other-generate,SOLO48
d5b67122-8eaa-475e-8ad0-0d51c15807ab,Construction Safety Hard Hat,protection state other,protection state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
d5c2108b-d4dd-540a-bbca-681acd128bdf,Stereo Music Audio Headphones,audio other,audio other primitives-generate,other-generate,SOLO48
d60dfa85-47eb-534e-b0f2-ac618c2fc24b,Desktop Computer Monitor,computers other,computers other primitives-generate,other-generate,SOLO48
d6318322-b91e-50ca-b1d2-16412cdfc28e,Modern Tall Office Building,building other,building other primitives-generate,other-generate,SOLO48
d636ad65-cbbd-4a17-b0a1-2f5b484460f7,Captive Bead Ring Piercing,container other,container other primitives-generate,other-generate,SOLO48
d63b4e68-3e3c-4320-ad5b-85484116fc79,Double Ended Wrench,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32
d69005e1-b609-4db9-b926-1894baee7b2c,Maximize Window Icon,other,other primitives-generate,other-generate,SOLO48
d6e3d9b9-b561-4ac3-8008-110d0dfc61d6,Clipboard with Dollar Sign,other,other primitives-generate,other-generate,SOLO48
d7201890-607e-4568-916a-e843756d3ef0,Calendar with Number Seven,combination other,combination other primitives-generate,other-generate,SOLO48
d801c28f-04d2-45ff-8e4f-3e9bea4892a3,Right Pointing Dashed Arrow,arrows other,arrows other primitives-generate,other-generate,SOLO48 SYMBOL32
d832a537-3b8e-4cdf-bd65-cf457f40ae43,Numeric Five Symbol,typeface other,typeface other primitives-generate,other-generate,
d8e53a33-32ee-4c7d-85e0-ac0f71bcdb94,Exclamation Mark Warning Symbol,other state,other state primitives-generate,other-generate,SOLO48
d9212b2f-353c-4ae0-96bd-8e2bf060245f,Hospital Building with Cross,other,other primitives-generate,other-generate,SOLO48
d9315a23-093c-4de2-a5ed-0ed2734c3298,Kitchen Toaster with Bread Slice,container other,container other primitives-generate,other-generate,SOLO48
d935a841-2e08-41a1-b944-1476b3be680e,Medicine Bottle with Cross,other,other primitives-generate,other-generate,SOLO48
d938682c-91c0-4910-a381-b3d3f607aec2,Numerical Digit Nine,state other,state other primitives-generate,other-generate,TEXT_NATIVE_V2
d96343a5-e841-44ec-86db-6217d2856341,Two Users on Screen,other,other primitives-generate,other-generate,SOLO48
d9b9a654-74fb-4096-92eb-3c3a127e24b7,Heavy Scale Measurement Weight,container other,container other primitives-generate,other-generate,SOLO48
d9e732b9-6854-4fe7-b39f-365bfd54abee,House with Open Lock,other,other primitives-generate,other-generate,SOLO48
da8197be-3886-4dca-a884-f78ecdff8eaf,Downward Pointing Arrow,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
db3fcec3-cc75-47da-9ae3-062e38521adb,Round Wrist Smartwatch,container other,container other primitives-generate,other-generate,SOLO48
dbb829d1-01cc-49f5-8c4d-bb18a32f2acf,Open Braille Book,other,other primitives-generate,other-generate,SOLO48
dc414e02-3cd1-4dfd-b568-2313b3f5617c,Smartphone Recording Screen,other,other primitives-generate,other-generate,SOLO48
dc729e7d-4470-50b7-9ed9-55ce7e4c2157,Three Stacked Server Units,servers other,servers other primitives-generate,other-generate,SOLO48
dcc7af24-9bec-4d53-bd95-0a77208b26b9,Kitchen Teapot with Lid,furnitures other,furnitures other primitives-generate,other-generate,SOLO48
dd1e6365-7d94-41e2-84d6-66c8ad75ede1,Subtitles Display Icon,other,other primitives-generate,other-generate,SOLO48
de85edfc-1420-4097-b674-118748dbeac1,Smartphone with App Icons,other,other primitives-generate,other-generate,SOLO48
db1da222-3377-4c97-b61f-22ec2ef4ed83,Access Key Card,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
db5d0816-6bfc-489d-95c5-5623b4efb1c5,Round Bottom Chemistry Flask,container other,container other primitives-generate,other-generate,SOLO48
dbd4fb3a-a508-4751-ada6-1e84b2c30979,Vertical Liquid Level Container,other,other primitives-generate,other-generate,SOLO48
dd80ecbb-13f8-47dc-9883-44bd19aa7cc6,Computer Monitor Alphabet Display,other,other primitives-generate,other-generate,SOLO48
df25e3f8-0308-43ac-83b9-5a03a38cf7f5,Simple Open Book,content other,content other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
dd2e4d0c-a37f-4f00-aaeb-0f1973cb4cc5,Online Banking Website,other,other primitives-generate,other-generate,SOLO48
dd81b6db-6dd5-4927-8f6a-80c73d19c8cd,Question Mark Message Bubble,messages other,messages other primitives-generate,other-generate,SOLO48
dd94a8ed-861b-4f0a-8d73-32bb290a71c9,Circular Aiming Reticle,container other,container other primitives-generate,other-generate,SOLO48
dd96595d-042a-465f-9681-d8c23c641754,Restaurant Search Magnifying Glass,other,other primitives-generate,other-generate,SOLO48
de7e132d-7335-404c-ba94-0dc5f8acf724,Simple Human Figure Symbol,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SYMBOL32
de84ba40-054e-4737-9aee-c6a39715be64,Mobile Phone QR Code Scanner,other,other primitives-generate,other-generate,SOLO48
de9c022b-62cc-4331-9173-7ffbbbdd94f3,Simple Office Clipboard,container other,container other primitives-generate,other-generate,SOLO48
ec2d4eb4-b488-4b60-b260-7de322e396fd,Video Conference Monitor,other,other primitives-generate,other-generate,SOLO48
ec6cb18b-47f8-5fc6-be69-95fa07c27623,Blank Document Page,files other,files other primitives-generate,other-generate,SOLO48
eca7a06d-f576-4b8b-97db-6b3531c97a9b,Rounded Corner Square Frame,container other,container other primitives-generate,other-generate,SOLO48
ed0c948e-0d83-4215-8410-7cd5b4fdaf4d,Secure Lock with Checkmark,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
ed808041-ff02-4ca5-8f86-337d16e29436,Camera Image File,other,other primitives-generate,other-generate,SOLO48
ed9ee46d-750c-4be7-ac8a-877c0320999d,Volume Speaker Icon,audio other,audio other primitives-generate,other-generate,SOLO48
ee45281c-9d60-448b-b6b0-b5db76f72c3b,Shipping Delivery Truck,transportation other,transportation other primitives-generate,other-generate,SOLO48 SUB32
ee647811-20d2-4d87-9000-0d11db8aa255,Document with Text Content,files other,files other primitives-generate,other-generate,SOLO48 SUB32
ef2194cc-7bad-4582-aa73-5f86c985b28b,Ultraviolet Protection Symbol,state other,state other primitives-generate,other-generate,TEXT_NATIVE_V2
ef9a5734-bb37-4ba6-8059-d08bad5b0f51,Two People Figures,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
f2c3cd65-0c37-5f94-b1b9-40450b3afc1a,House with Arched Doorway,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48
f2d45871-ff3d-44d5-84a8-774df3bd6ba3,Smartwatch Pound Symbol,combination other,combination other primitives-generate,other-generate,SOLO48
f2eb39da-ca20-4f47-8b9c-8c8796ff574d,Woman and Person Profile Icons,other,other primitives-generate,other-generate,SOLO48
f373133d-7144-4071-b8d3-1de535383f54,Rising Hot Steam Waves,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
f3964f57-12c0-4eaf-8a13-4ca7af83fcd5,Right Pointing Cursor in Circle,other,other primitives-generate,other-generate,SOLO48
eca7a06d-f576-4b8b-84e5-be7ff0923e87,Analog Clock in Rounded Square,other container-combination,other container-combination,skipped-combination-other,
eca7a06d-f576-4b8b-b84f-4ffd7244d650,Analog Clock in Rounded Square,other container-combination,other container-combination,skipped-combination-other,
ecd8b795-2136-4812-b9c9-6bdce0f5da6a,Three Circular Connected Network Symbol,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
ed39cf15-fc56-485a-8d68-f5b5d3b362db,Computer Desktop Display Monitor,computers other,computers other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
eda76035-f908-4c33-b07e-3ebf83672f88,Rounded Chat Message Bubble,container other,container other primitives-generate,other-generate,SOLO48
ee28756e-a560-4166-b776-2aebcbfcabaa,Security Protection Shield,protection other,protection other primitives-generate,other-generate,SOLO48 SUB32
eea8ca50-446e-430e-a8d9-e9f719afa8b6,Person Looking at Information Stand,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
f2405205-3905-48f0-b56a-6cbf57184545,Line Graph with Magnifying Glass,other,other primitives-generate,other-generate,SOLO48
f2566cb1-f563-4f2c-adac-1866f4f670a4,SE Uppercase Letters,other,other primitives-generate,other-generate,
f27e9ceb-3471-4f88-9ba7-afea584d2ef1,User Speech Bubble,combination other,combination other primitives-generate,other-generate,SOLO48
f3a40f08-7124-46f5-9ed2-b85ee4e25e73,Browser Window with Yuan Sign,other,other primitives-generate,other-generate,SOLO48
f3bcb648-33a4-4112-a9ca-00bcdf092bab,Closed Simple Vertical Door,building other,building other primitives-generate,other-generate,SOLO48
ee419885-8649-4759-9a58-8b2f5faaccd2,Celsius Temperature Symbol,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
ef18ef0e-e836-4934-9efb-25902b8f8869,Downward Pointing Arrow,arrows other,arrows other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
ef3bc9e5-1036-4389-a440-3f7857af80b0,Open Medicine Capsule,state other,state other primitives-generate,other-generate,SOLO48 SUB32
ef620678-4c23-46d4-9ceb-5391dfdcc096,Computer Monitor with Yuan Symbol,other,other primitives-generate,other-generate,SOLO48
f089ee26-f142-4c1c-b152-ec7a121e0b4b,Simple Friendly Toy Robot,other,other primitives-generate,other-generate,SOLO48
f0c073ed-cc9e-510e-82d9-6b637156d0e6,Simple Coffee Cup,drinks other,drinks other primitives-generate,other-generate,SOLO48
f0f6fad5-2f20-4017-8eb0-09f030a3cd29,Half Earth Globe Planet,other,other primitives-generate,other-generate,SOLO48
f11ccece-81b6-415d-a20a-a1bdd3fceb3c,Female Body Torso,other,other primitives-generate,other-generate,SOLO48
eb0fc6ce-ceab-4fe9-a55e-5a7e98c04d7a,Simple Question Mark Symbol,symbol other,symbol other primitives-generate,other-generate,
ffa5f097-3a06-4fd0-9be9-200d8a58103b,Crossed Fingers Hand Gesture,other,other primitives-generate,other-generate,SOLO48
ffe40783-57f4-543c-a11d-1bff8df194c8,5G Mobile Network Symbol,mobile other,mobile other primitives-generate,other-generate,
ffea3de8-601b-4157-a4fc-b03f13dd98ff,Kilocalorie energy unit text,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
