id,old_concept,concept,categories,folder,file
"45881775-2179-41cc-9217-7031427f5ftr","single woman setting","Woman User Settings","users side-combination top-right","side-combination","single woman setting_45881775-2179-41cc-9217-7031427f5ftr.svg"
"45881775-2179-41cc-984f-c475f5f845br","single woman actions mail","Woman with Mail Envelope","users side-combination bottom-right","side-combination","single woman actions mail_45881775-2179-41cc-984f-c475f5f845br.svg"
"45881775-2179-41cc-984f-c475f5f845tr","single woman mail","Woman with Mail Envelope","users side-combination top-right","side-combination","single woman mail_45881775-2179-41cc-984f-c475f5f845tr.svg"
"45881775-2179-41cc-a337-c2575e324btr","single woman heart","Woman and Heart Symbol","users side-combination top-right","side-combination","single woman heart_45881775-2179-41cc-a337-c2575e324btr.svg"
"45881775-2179-41cc-a3cb-caa71cc3b5tr","single woman check","Woman with Check Mark","users side-combination top-right","side-combination","single woman check_45881775-2179-41cc-a3cb-caa71cc3b5tr.svg"
"45881775-2179-41cc-a664-4ae3e56c83tr","single woman money","Woman with Dollar Coin","users side-combination top-right","side-combination","single woman money_45881775-2179-41cc-a664-4ae3e56c83tr.svg"
"45881775-2179-41cc-aba2-b19ae57d29bl","single woman flag 1","Woman With Flag","users side-combination bottom-left","side-combination","single woman flag 1_45881775-2179-41cc-aba2-b19ae57d29bl.svg"
"45881775-2179-41cc-aba2-b19ae57d29br","single woman flag 2","Woman and Flag","users side-combination bottom-right","side-combination","single woman flag 2_45881775-2179-41cc-aba2-b19ae57d29br.svg"
"45881775-2179-41cc-b3ed-a7c76cdfd5tr","single woman chat","Woman Chat Message","users side-combination top-right","side-combination","single woman chat_45881775-2179-41cc-b3ed-a7c76cdfd5tr.svg"
"45881775-2179-41cc-b4d5-c04e4caed8tr","single woman decrease","Woman with Downward Trend","users side-combination top-right","side-combination","single woman decrease_45881775-2179-41cc-b4d5-c04e4caed8tr.svg"
"45881775-2179-41cc-b6e0-83e2e67c46tr","single woman increase","Female Growth Performance Trend","users side-combination top-right","side-combination","single woman increase_45881775-2179-41cc-b6e0-83e2e67c46tr.svg"
"45881775-2179-41cc-b894-c281bc60e8tr","single woman process","Woman Planning Strategy Path","users side-combination top-right","side-combination","single woman process_45881775-2179-41cc-b894-c281bc60e8tr.svg"
"45efdc96-5aab-49eb-984f-c475f5f845tr","technology otp key smartphone mail","Smartphone Security Key and Email","technology side-combination top-right","side-combination","technology otp key smartphone mail_45efdc96-5aab-49eb-984f-c475f5f845tr.svg"
"46825186-2cd0-49e4-8057-8a88c92a68bc","user female teacher music","Female Music Teacher","school-learning container-combination","container-combination","user female teacher music_46825186-2cd0-49e4-8057-8a88c92a68bc.svg"
"46825186-2cd0-49e4-8769-db85e43e229f","user female teacher check","Verified Female Teacher","school-learning container-combination","container-combination","user female teacher check_46825186-2cd0-49e4-8769-db85e43e229f.svg"
"46825186-2cd0-49e4-87af-b086cba90fe2","user female teacher math","Female Math Teacher","school-learning container-combination","container-combination","user female teacher math_46825186-2cd0-49e4-87af-b086cba90fe2.svg"
"46825186-2cd0-49e4-8d86-68f1d1804875","user female teacher f grade","Female Teacher with F Grade","school-learning container-combination","container-combination","user female teacher f grade_46825186-2cd0-49e4-8d86-68f1d1804875.svg"
"46825186-2cd0-49e4-8dfb-e0b9bed3cb5e","user female teacher disability 1","Visually Impaired Female Teacher","school-learning container-combination","container-combination","user female teacher disability 1_46825186-2cd0-49e4-8dfb-e0b9bed3cb5e.svg"
"46825186-2cd0-49e4-92bf-ebd5c20fa96c","single woman statis 2","Woman Presenting Statistical Bar Chart","users container-combination","container-combination","single woman statis 2_46825186-2cd0-49e4-92bf-ebd5c20fa96c.svg"
"46825186-2cd0-49e4-9788-4fe102b86097","single woman statics 3","Female Teacher at Presentation Board","school-learning container-combination","container-combination","single woman statics 3_46825186-2cd0-49e4-9788-4fe102b86097.svg"
"46825186-2cd0-49e4-a069-703a97ff8a06","single woman statics 1","Woman Presenting Pulse Graph","users container-combination","container-combination","single woman statics 1_46825186-2cd0-49e4-a069-703a97ff8a06.svg"
"46825186-2cd0-49e4-a50f-d01d9600033b","single woman statics 1","Woman presenting growth chart","users container-combination","container-combination","single woman statics 1_46825186-2cd0-49e4-a50f-d01d9600033b.svg"
"46825186-2cd0-49e4-a846-a94fecd03d7a","user female teacher false","Female Teacher with Cross Mark","school-learning container-combination","container-combination","user female teacher false_46825186-2cd0-49e4-a846-a94fecd03d7a.svg"
"46825186-2cd0-49e4-aaec-bcd922b880c6","user female teacher art","Female Art Teacher","school-learning container-combination","container-combination","user female teacher art_46825186-2cd0-49e4-aaec-bcd922b880c6.svg"
"46825186-2cd0-49e4-bd0a-a0a8e12afcc0","user female teacher disability 2","Female Teacher with Braille Board","school-learning container-combination","container-combination","user female teacher disability 2_46825186-2cd0-49e4-bd0a-a0a8e12afcc0.svg"
"46825186-2cd0-49e4-bd28-56516d6ea08b","user female teacher sport","Female Badminton Coach","school-learning container-combination","container-combination","user female teacher sport_46825186-2cd0-49e4-bd28-56516d6ea08b.svg"
"46cfdeb4-afd1-4e8a-ab17-500d6f3b54bl","smart house water","Smart Home Water Control","technology side-combination bottom-left","side-combination","smart house water_46cfdeb4-afd1-4e8a-ab17-500d6f3b54bl.svg"
"470b12d0-fbc3-4ff0-85ec-2fd6000447br","file code sync","Binary Code File Synchronization","programing side-combination bottom-right","side-combination","file code sync_470b12d0-fbc3-4ff0-85ec-2fd6000447br.svg"
"470b12d0-fbc3-4ff0-8bb3-41d6a1fb33br","file code disable","Disabled Binary Data File","programing side-combination bottom-right","side-combination","file code disable_470b12d0-fbc3-4ff0-8bb3-41d6a1fb33br.svg"
"470b12d0-fbc3-4ff0-8db2-c377d1b6efbr","file code search","Binary Code File Search","programing side-combination bottom-right","side-combination","file code search_470b12d0-fbc3-4ff0-8db2-c377d1b6efbr.svg"
"470b12d0-fbc3-4ff0-8de6-23be0bf1d8br","file code shield","Secure Binary Code File Plus Shield","programing side-combination bottom-right","side-combination","file code shield_470b12d0-fbc3-4ff0-8de6-23be0bf1d8br.svg"
"470b12d0-fbc3-4ff0-8dfb-01e3bb127cbr","file code subtract","Remove Binary Code File","programing side-combination bottom-right","side-combination","file code subtract_470b12d0-fbc3-4ff0-8dfb-01e3bb127cbr.svg"
"470b12d0-fbc3-4ff0-9217-7031427f5fbr","file code settings","Binary File Configuration","programing side-combination bottom-right","side-combination","file code settings_470b12d0-fbc3-4ff0-9217-7031427f5fbr.svg"
"470b12d0-fbc3-4ff0-931b-0d558dad49br","file code add","Add Binary Code File","programing side-combination bottom-right","side-combination","file code add_470b12d0-fbc3-4ff0-931b-0d558dad49br.svg"
"470b12d0-fbc3-4ff0-98bb-b90c403098br","file code warning","Binary File Warning","programing side-combination bottom-right","side-combination","file code warning_470b12d0-fbc3-4ff0-98bb-b90c403098br.svg"
"470b12d0-fbc3-4ff0-98f2-4b8115e447br","file code information","Binary File Information","programing side-combination bottom-right","side-combination","file code information_470b12d0-fbc3-4ff0-98f2-4b8115e447br.svg"
"470b12d0-fbc3-4ff0-9c62-9622160ecabr","file code star","Favorite Binary File","programing side-combination bottom-right","side-combination","file code star_470b12d0-fbc3-4ff0-9c62-9622160ecabr.svg"
"470b12d0-fbc3-4ff0-9f87-f3b69a27f2br","file code clock","Binary File History Clock","programing side-combination bottom-right","side-combination","file code clock_470b12d0-fbc3-4ff0-9f87-f3b69a27f2br.svg"
"470b12d0-fbc3-4ff0-a0b8-bb7f432054br","file code lock","Locked Binary Data File","programing side-combination bottom-right","side-combination","file code lock_470b12d0-fbc3-4ff0-a0b8-bb7f432054br.svg"
"470b12d0-fbc3-4ff0-a337-c2575e324bbr","file code heart","Favorite Binary Code File","programing side-combination bottom-right","side-combination","file code heart_470b12d0-fbc3-4ff0-a337-c2575e324bbr.svg"
"470b12d0-fbc3-4ff0-a3cb-caa71cc3b5br","file code check","Binary Code File with Checkmark","programing side-combination bottom-right","side-combination","file code check_470b12d0-fbc3-4ff0-a3cb-caa71cc3b5br.svg"
"470b12d0-fbc3-4ff0-a50b-2dd50dab7cbr","file code edit","Edit Binary Data File","programing side-combination bottom-right","side-combination","file code edit_470b12d0-fbc3-4ff0-a50b-2dd50dab7cbr.svg"
"470b12d0-fbc3-4ff0-a664-4ae3e56c83br","file code cash","Binary File with Dollar Coin","programing side-combination bottom-right","side-combination","file code cash_470b12d0-fbc3-4ff0-a664-4ae3e56c83br.svg"
"470b12d0-fbc3-4ff0-aa87-6963634386br","file code download","Binary File Download","programing side-combination bottom-right","side-combination","file code download_470b12d0-fbc3-4ff0-aa87-6963634386br.svg"
"470b12d0-fbc3-4ff0-b13a-e0950315fcbr","file code home","Binary File Home","programing side-combination bottom-right","side-combination","file code home_470b12d0-fbc3-4ff0-b13a-e0950315fcbr.svg"
"470b12d0-fbc3-4ff0-b4df-bb3dfe7ebebr","file code remove","Remove Binary File","programing side-combination bottom-right","side-combination","file code remove_470b12d0-fbc3-4ff0-b4df-bb3dfe7ebebr.svg"
"470b12d0-fbc3-4ff0-b851-acf302ef01br","file code upload","Binary Code File Upload","programing side-combination bottom-right","side-combination","file code upload_470b12d0-fbc3-4ff0-b851-acf302ef01br.svg"
"470b12d0-fbc3-4ff0-b9c9-6bdce0f5dabr","file code share","Binary File Sharing","programing side-combination bottom-right","side-combination","file code share_470b12d0-fbc3-4ff0-b9c9-6bdce0f5dabr.svg"
"470b12d0-fbc3-4ff0-bab9-3143aecf95br","file code refresh","Binary File Refresh","programing side-combination bottom-right","side-combination","file code refresh_470b12d0-fbc3-4ff0-bab9-3143aecf95br.svg"
"47328ef1-9ad8-5380-85ec-2fd6000447br","messages bubble sync 1","Message Synchronization Icon","messages side-combination bottom-right","side-combination","messages bubble sync 1_47328ef1-9ad8-5380-85ec-2fd6000447br.svg"
"47328ef1-9ad8-5380-8bb3-41d6a1fb33br","messages bubble disable 1","Disabled Message Bubble","messages side-combination bottom-right","side-combination","messages bubble disable 1_47328ef1-9ad8-5380-8bb3-41d6a1fb33br.svg"
"47328ef1-9ad8-5380-8dfb-01e3bb127cbr","messages bubble subtract 1","Remove Message Bubble","messages side-combination bottom-right","side-combination","messages bubble subtract 1_47328ef1-9ad8-5380-8dfb-01e3bb127cbr.svg"
"47328ef1-9ad8-5380-9217-7031427f5fbr","messages bubble settings 1","Message Bubble and Settings Gear","messages side-combination bottom-right","side-combination","messages bubble settings 1_47328ef1-9ad8-5380-9217-7031427f5fbr.svg"
"47328ef1-9ad8-5380-931b-0d558dad49br","messages bubble add 1","Add Message Chat Bubble","messages side-combination bottom-right","side-combination","messages bubble add 1_47328ef1-9ad8-5380-931b-0d558dad49br.svg"
"47328ef1-9ad8-5380-98bb-b90c403098br","messages bubble warning triangle 1","Message Warning Alert","messages side-combination bottom-right","side-combination","messages bubble warning triangle 1_47328ef1-9ad8-5380-98bb-b90c403098br.svg"
"47328ef1-9ad8-5380-9c62-9622160ecabr","messages bubble star 1","Starred Message Bubble","messages side-combination bottom-right","side-combination","messages bubble star 1_47328ef1-9ad8-5380-9c62-9622160ecabr.svg"
"47328ef1-9ad8-5380-a0b8-bb7f432054br","messages bubble lock 1","Secure Chat Message Bubble","messages side-combination bottom-right","side-combination","messages bubble lock 1_47328ef1-9ad8-5380-a0b8-bb7f432054br.svg"
"47328ef1-9ad8-5380-a3cb-caa71cc3b5br","messages bubble check 1","Message Bubble with Checkmark","messages side-combination bottom-right","side-combination","messages bubble check 1_47328ef1-9ad8-5380-a3cb-caa71cc3b5br.svg"
"47328ef1-9ad8-5380-a50b-2dd50dab7cbr","messages bubble edit 1","Speech Bubble and Pencil","messages side-combination bottom-right","side-combination","messages bubble edit 1_47328ef1-9ad8-5380-a50b-2dd50dab7cbr.svg"
"47328ef1-9ad8-5380-aa87-6963634386br","messages bubble download 1","Download Message Bubble","messages side-combination bottom-right","side-combination","messages bubble download 1_47328ef1-9ad8-5380-aa87-6963634386br.svg"
"47328ef1-9ad8-5380-b4df-bb3dfe7ebebr","messages bubble remove 1","Remove Message Bubble","messages side-combination bottom-right","side-combination","messages bubble remove 1_47328ef1-9ad8-5380-b4df-bb3dfe7ebebr.svg"
"47328ef1-9ad8-5380-b851-acf302ef01br","messages bubble upload 1","Message Bubble Upload Arrow","messages side-combination bottom-right","side-combination","messages bubble upload 1_47328ef1-9ad8-5380-b851-acf302ef01br.svg"
"47328ef1-9ad8-5380-b9c9-6bdce0f5dabr","messages bubble share 1","Share Message Bubble","messages side-combination bottom-right","side-combination","messages bubble share 1_47328ef1-9ad8-5380-b9c9-6bdce0f5dabr.svg"
"47a2b590-49ff-4756-b259-42ee5c3ca1tr","disability blind read book","Braille Book for Blind Accessibility","school-learning side-combination top-right","side-combination","disability blind read book_47a2b590-49ff-4756-b259-42ee5c3ca1tr.svg"
"47a67469-8ea2-48c7-8be7-c7d7312f7f7a","shopping advertising duration countdown","Advertising Countdown Timer","business container-combination","container-combination","shopping advertising duration countdown_47a67469-8ea2-48c7-8be7-c7d7312f7f7a.svg"
"47a67469-8ea2-48c7-9000-0d11db8aa255","amazon web service artifact self service portal","Self Service Document Portal","internet container-combination","container-combination","amazon web service artifact self service portal_47a67469-8ea2-48c7-9000-0d11db8aa255.svg"
"47a67469-8ea2-48c7-ae0f-378e045b24c3","amazon web service cross region data delivery 1","Global Data Delivery Icon","programing container-combination","container-combination","amazon web service cross region data delivery 1_47a67469-8ea2-48c7-ae0f-378e045b24c3.svg"
"47a67469-8ea2-48c7-be54-909eda881f11","amazon web service cross region data delivery 1","Global Cross Region Data Delivery","websites container-combination","container-combination","amazon web service cross region data delivery 1_47a67469-8ea2-48c7-be54-909eda881f11.svg"
"47a78895-0132-42e2-a3cb-caa71cc3b5br","plane trip land check","Airplane Arrival Checkmark","travel side-combination bottom-right","side-combination","plane trip land check_47a78895-0132-42e2-a3cb-caa71cc3b5br.svg"
"47d2e77c-7d13-4e49-af52-2432d0b107br","online class geographic","Online Global Learning Monitor and Book","school-learning side-combination bottom-right","side-combination","online class geographic_47d2e77c-7d13-4e49-af52-2432d0b107br.svg"
